"","X","user_id","name","review_count","yelping_since","yelping_since_year","useful","funny","cool","elite","first_elite","nyears_elite","number_friends","fans","average_stars","compliment_hot","compliment_cool","compliment_more","compliment_cute","compliment_profile","compliment_list","compliment_note","compliment_plain","compliment_funny","compliment_writer","compliment_photos","ntips","tips_length_med","negtips","postips","firsttip","secondtip","lasttip","compliment_count_tips","avg_rest_stars","range_long","range_lat","ntips2005","ntips2006","ntips2007","ntips2008","ntips2009","ntips2010","ntips2011","ntips2012","ntips2013","ntips2014","ntips2015","ntips2016","ntips2017","ntips2018","nreviews","review_length_med","negreviews","posreviews","stars1","stars2","stars3","stars4","stars5","firstrev","secondrev","lastrev","avg_rest_stars_rev","range_long_rev","range_lat_rev","nreviews2005","nreviews2006","nreviews2007","nreviews2008","nreviews2009","nreviews2010","nreviews2011","nreviews2012","nreviews2013","nreviews2014","nreviews2015","nreviews2016","nreviews2017","nreviews2018"
"1859",7277,"fdFu_5zsW9Vv2Il5elnjVg","Joe",24,"2010-08-05",2010,46,5,11,0,NA,0,88,3,4.19,0,0,0,0,0,0,0,0,0,0,0,4,20,0,4,"2014-05-14","2014-05-28","2014-06-01",0,4.5,0.134134857699991,0.1636899433,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,475.5,1,3,1,0,1,0,2,"2012-07-21","2014-06-11","2017-12-29",3.875,0.308836899999989,0.102892399999995,0,0,0,0,0,0,0,1,0,1,1,0,1,0
"1938",13255,"t65PZeKrYe2AtX6_iRFH1Q","Vince",30,"2010-08-08",2010,46,9,11,0,NA,0,224,1,3.77,0,0,0,0,0,0,2,2,0,0,0,28,13,4,24,"2010-09-01","2010-09-04","2014-08-17",0,3.75,3.2955715155,2.6518488333,0,0,0,0,0,5,16,3,0,4,0,0,0,0,1,125,0,1,0,0,0,0,1,"2010-09-05",NA,"2010-09-05",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"525.1",24898,"XkkkdGMYWHmSuKgvL1Rk6Q","Ricardo",93,"2010-12-12",2010,67,26,20,0,NA,0,11,3,3.64,1,0,2,0,0,0,0,2,0,1,0,4,33.5,0,4,"2010-12-25","2011-01-29","2013-01-20",0,3.375,0.0627049560999922,0.0451126095000021,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,270.5,0,2,0,2,0,0,0,"2011-08-05","2011-08-11","2011-08-11",3.75,0.000119884800000136,0.0207365887999984,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1575",22302,"GfHqVDwre2Q-rvspJCpMWQ","Kamy",61,"2009-09-20",2009,100,30,31,0,NA,0,93,4,4.24,2,2,1,0,0,0,3,1,2,2,1,1,50,0,1,"2014-04-06",NA,"2014-04-06",0,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,373,0,1,0,0,0,0,1,"2015-02-03",NA,"2015-02-03",3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"730",20670,"QQ0hK1RQM7FdQafZe-uyIA","Joni",403,"2010-10-06",2010,723,303,331,1,2016,3,264,23,3.49,17,26,1,0,1,0,17,44,26,9,11,10,39.5,1,9,"2012-06-22","2012-06-22","2018-08-05",0,4.05,3.2097801,2.7507231,0,0,0,0,0,0,0,5,0,0,0,2,0,3,1,913,0,1,0,0,0,1,0,"2016-03-31",NA,"2016-03-31",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1280",20061,"x7CZzLuq2ZZbvVFh9XE4Yw","Julie",10,"2010-11-09",2010,4,0,1,0,NA,0,1,0,3.9,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,"2014-05-22",NA,"2014-05-22",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,131,0,1,0,0,0,0,1,"2014-05-24",NA,"2014-05-24",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"416.2",18387,"FC0OUiA8UiVMVdcwKvD96A","Michael",41,"2010-06-22",2010,28,11,7,0,NA,0,2,2,3.85,2,3,1,0,0,0,1,0,3,1,0,5,44,0,5,"2010-07-17","2010-08-17","2013-10-12",0,4.1,0.324154108999991,0.342299330499998,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,575,0,1,0,1,0,0,0,"2010-12-16",NA,"2010-12-16",2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1422",4898,"WCwsJkBYRVls1e9-DmQKcw","Ashley",33,"2010-10-18",2010,48,7,17,0,NA,0,300,4,4.19,0,5,0,0,0,0,7,0,5,0,5,12,40.5,0,12,"2013-03-16","2013-04-25","2017-08-31",0,4.20833333333333,0.157682530200006,0.279483300000003,0,0,0,0,0,0,0,0,4,4,1,1,2,0,2,103.5,0,2,0,0,0,1,1,"2014-02-28","2018-02-03","2018-02-03",4,0.0185648000000072,0.0400993000000014,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1967",17031,"KtCAFro5Z4JaDRMWiqaI4Q","Nina",8,"2010-02-05",2010,15,3,4,0,NA,0,22,0,5,0,0,0,0,0,0,1,0,0,0,0,11,59,3,8,"2011-11-21","2012-02-03","2015-10-07",0,4.09090909090909,3.25640234940001,2.7710263593,0,0,0,0,0,0,1,1,3,4,2,0,0,0,2,657.5,0,2,0,0,0,0,2,"2010-04-20","2010-04-20","2010-04-20",3.75,0.0153445999999917,0.0294113999999936,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"501",4763,"cWrKYLp_pSiWA-gJ21GeBg","Lauren",373,"2010-09-16",2010,830,160,223,1,2011,6,97,21,3.62,42,34,2,1,1,1,18,30,34,27,1,3,25,1,2,"2012-05-04","2012-11-24","2013-03-10",0,3,34.6158867325,7.3917662756,0,0,0,0,0,0,0,2,1,0,0,0,0,0,32,688,2,30,1,2,10,15,4,"2011-06-29","2011-07-13","2015-07-04",3.359375,34.8173864,7.6092831864,0,0,0,0,0,0,8,12,5,4,3,0,0,0
"241",18607,"XxcnlfGtsTGwKhyB4xheXQ","Allison",6,"2010-01-23",2010,1,1,1,0,NA,0,10,0,4.33,0,0,0,0,0,0,0,0,0,0,0,7,55,0,7,"2010-06-05","2012-03-13","2015-11-20",0,3.35714285714286,0.0397414478999991,0.0269952000000018,0,0,0,0,0,1,0,4,0,0,2,0,0,0,2,272,0,2,0,0,0,2,0,"2010-01-28","2015-12-13","2015-12-13",3.25,0.0662702000000053,0.0134746999999962,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"31.1",15370,"2i_NkXLyuI_QtDa8FIaI3g","Darnelle",201,"2007-10-04",2007,590,154,265,1,2008,1,387,32,4.12,26,48,9,6,3,1,25,49,48,8,5,1,30,0,1,"2012-03-14",NA,"2012-03-14",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,373,0,3,0,0,1,0,2,"2010-01-27","2012-03-23","2012-03-23",3.5,3.0815435,2.6546537,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"1131",4775,"5Ftb40mmwptuN-QGBfGXbA","Stephanie",374,"2007-12-10",2007,448,208,200,1,2010,7,192,33,3.77,19,15,5,9,2,0,11,21,15,13,8,1,36,0,1,"2012-01-08",NA,"2012-01-08",0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,306,0,1,1,0,0,0,0,"2011-07-06",NA,"2011-07-06",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1083.1",174,"OHVhLKw_uIE7saIt_S-udw","Mike",1550,"2008-09-06",2008,10034,6382,7884,1,2009,10,2186,209,3.87,424,919,188,12,22,4,577,1173,919,488,101,1,63,0,1,"2017-06-10",NA,"2017-06-10",0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,349,0,9,0,0,2,1,6,"2010-01-24","2010-01-25","2018-06-28",4.05555555555556,0.190386811099998,0.0761866888,0,0,0,0,0,4,0,0,0,0,2,0,1,2
"1981.1",26802,"-4QNCw6Zn8cMys2SdtdpBQ","Caroline",19,"2009-10-17",2009,5,1,0,0,NA,0,36,0,4.63,0,0,0,0,0,0,0,0,0,0,0,3,25,0,3,"2016-08-06","2016-08-09","2016-08-10",0,3.5,6.42359209999999,5.08081989999999,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,167,0,1,0,0,0,1,0,"2016-08-10",NA,"2016-08-10",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1654",9464,"tUqle3rIHeoE5CrxkLBOgQ","Ginny",42,"2009-04-17",2009,24,11,13,0,NA,0,17,2,3.98,0,1,0,0,0,0,1,1,1,1,0,8,14.5,0,8,"2010-12-11","2010-12-12","2011-07-03",0,3.5,0.0643788323000081,0.2079849,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,1404,0,1,1,0,0,0,0,"2016-03-18",NA,"2016-03-18",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1037.1",21591,"wAo_skbKZ4zse_FmcguktA","Philip",17,"2006-02-23",2006,43,36,27,0,NA,0,138,1,3.94,1,2,0,0,0,0,1,0,2,0,0,1,33,0,1,"2013-12-27",NA,"2013-12-27",0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1085,0,1,0,1,0,0,0,"2013-12-29",NA,"2013-12-29",3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1099.1",23981,"rOdtGVZVp_nEz04V6InTmQ","David",13,"2009-07-01",2009,12,1,3,0,NA,0,89,0,3.08,0,0,0,0,0,0,0,0,0,0,0,4,25,2,2,"2010-08-18","2010-08-19","2010-09-12",0,3.5,0.0333679000000018,0.0144088999999994,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,122,1,0,1,0,0,0,0,"2014-12-06",NA,"2014-12-06",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"554",2438,"HMp1Y1cSVHsIPClJBx_6lw","Love",454,"2007-01-16",2007,3548,2945,2989,1,2007,12,1310,307,3.85,2034,1111,87,410,103,29,429,892,1111,265,97,1,78,0,1,"2018-04-20",NA,"2018-04-20",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,588.5,0,2,0,0,0,0,2,"2017-10-13","2018-10-21","2018-10-21",4.5,0.123036419300007,0.0793027948000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1595",12982,"4VbB9qS2Xvk-bjAI1bNlGw","Erica",195,"2009-02-18",2009,1565,843,1202,1,2012,5,2355,99,3.95,107,216,24,13,12,2,71,255,216,123,46,12,76,1,11,"2012-04-05","2012-04-15","2016-03-10",0,4,41.5769514,12.2143281587,0,0,0,0,0,0,0,2,4,5,0,1,0,0,3,1143,0,3,0,1,0,1,1,"2013-10-14","2014-03-15","2014-03-24",3.66666666666667,35.7657831624,7.54512331820001,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"1652.1",12985,"UFOi2cQfZDlN9qjclRa7rw","James",21,"2008-09-27",2008,28,3,12,0,NA,0,256,4,4.18,0,1,1,0,0,0,2,2,1,1,1,5,22,1,4,"2014-03-02","2014-03-03","2014-03-04",0,4,0.068072227400009,0.0407674511999971,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,401,0,1,0,0,0,1,0,"2014-03-05",NA,"2014-03-05",3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"968.2",11280,"SEZzEZ__cPHT_0OZtyPJjg","Scott",11,"2010-03-21",2010,20,4,5,0,NA,0,42,0,2.14,0,0,0,0,0,0,0,0,0,0,0,2,13.5,0,2,"2018-03-13","2018-09-25","2018-09-25",0,4.75,0.0216221000000019,0.0188271000000029,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,354.5,0,2,0,1,1,0,0,"2018-03-13","2018-09-25","2018-09-25",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"314.1",16115,"bcEQvXkjtMj89bFdgGAt_Q","Angela",89,"2010-04-26",2010,111,10,66,1,2015,3,13,0,3.98,5,2,2,0,0,0,3,5,2,5,1,1,63,0,1,"2016-08-21",NA,"2016-08-21",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,788,0,2,0,0,0,1,1,"2016-06-13","2017-02-03","2017-02-03",4,0.00148128260001101,0.0587684118000027,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1589.1",7551,"u4JhbOgkqMa8on8UktsMNA","E Paul",133,"2010-09-06",2010,94,23,43,1,2016,3,63,6,4.39,0,3,1,0,0,0,3,2,3,2,2,126,78.5,12,113,"2010-09-08","2010-09-12","2018-10-13",1,3.75396825396825,3.30396400000001,2.7429778728,0,0,0,0,0,4,0,36,33,12,8,12,17,4,15,170,0,15,0,0,0,8,7,"2010-09-08","2010-09-13","2018-05-30",3.63333333333333,0.151691982300008,0.0770278707000003,0,0,0,0,0,2,0,0,0,2,5,1,4,1
"1422.1",4898,"WCwsJkBYRVls1e9-DmQKcw","Ashley",33,"2010-10-18",2010,48,7,17,0,NA,0,300,4,4.19,0,5,0,0,0,0,7,0,5,0,5,12,40.5,0,12,"2013-03-16","2013-04-25","2017-08-31",0,4.20833333333333,0.157682530200006,0.279483300000003,0,0,0,0,0,0,0,0,4,4,1,1,2,0,2,103.5,0,2,0,0,0,1,1,"2014-02-28","2018-02-03","2018-02-03",4,0.0185648000000072,0.0400993000000014,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1756",25950,"zEt8AiHrjrxNauSt8GOMXg","Jesi",11,"2010-09-06",2010,20,11,1,0,NA,0,1,0,2.36,0,0,0,0,0,0,0,0,0,0,0,2,67,0,2,"2014-04-01","2016-11-07","2016-11-07",0,3.5,0.103253545999991,0.125777232399997,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,191,0,1,0,1,0,0,0,"2013-11-18",NA,"2013-11-18",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1994",25877,"lFbs_7ZqaP4FZ7U6zh5rAA","Chris",3,"2010-12-27",2010,0,0,0,0,NA,0,1,0,5,0,1,0,0,0,0,0,0,1,0,0,2,101,1,1,"2012-12-16","2017-06-21","2017-06-21",0,3,3.45382400000001,2.9460009,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,119,0,1,0,0,0,0,1,"2015-12-20",NA,"2015-12-20",3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1104",12320,"AQIIeIquLDTLXJqnsptYug","Anjelah",363,"2009-03-24",2009,3055,1464,2154,1,2010,8,1312,102,3.81,106,322,11,0,4,1,150,150,322,38,149,4,33.5,0,4,"2017-02-15","2017-03-14","2018-06-11",0,4,3.5023166619,2.7076765673,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,343,0,1,0,0,0,0,1,"2017-03-13",NA,"2017-03-13",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"577",14028,"o4ojiqspaioXjL26Qw3rYQ","Christine",135,"2006-05-22",2006,450,225,335,1,2009,5,210,14,4.17,19,59,2,2,1,3,14,28,59,7,0,3,20,0,3,"2011-06-19","2011-06-19","2012-06-10",0,3.83333333333333,0.0234646782999874,0.0142472515000023,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1170.5,0,2,0,0,0,2,0,"2011-11-11","2011-11-11","2011-11-11",3,0.00241011430000526,0.00218817399999693,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"847",1912,"9ImUGSDyaElGY7g0OMgc6A","Saqqara",92,"2009-08-28",2009,163,55,45,0,NA,0,314,7,4.08,25,10,2,0,0,0,7,4,10,2,1,2,39,0,2,"2013-10-18","2017-03-12","2017-03-12",0,3.25,0.00191057050000154,0.00249100399999946,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,220.5,0,6,1,1,0,0,4,"2013-10-09","2013-10-09","2017-12-25",3.75,0.21775861750001,0.184187700000003,0,0,0,0,0,0,0,0,2,0,0,3,1,0
"263",1228,"wTfb2nfzPIyFcYQArdPtuQ","PrincessCandyEmpire",275,"2010-07-31",2010,18040,10946,17556,0,NA,0,5337,713,4.35,2985,1998,127,51,75,0,685,1717,1998,588,2182,189,68,55,134,"2013-12-29","2014-01-29","2018-05-27",70,3.74338624338624,3.43310632630001,2.873671976,0,0,0,0,0,0,0,0,1,1,19,15,88,65,27,1789,1,26,1,0,4,7,15,"2015-07-16","2015-10-20","2018-06-01",3.81481481481481,0.330434499199995,0.391428099999999,0,0,0,0,0,0,0,0,0,0,4,4,3,16
"639",14525,"CHUixpAbGLLFj2k6drFHsA","Manny",274,"2008-03-12",2008,269,50,87,0,NA,0,446,12,3.96,1,5,0,0,0,0,1,6,5,1,1,1,25,1,0,"2012-10-20",NA,"2012-10-20",0,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,1,0,0,0,0,1,"2014-10-04",NA,"2014-10-04",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"522",10206,"rZwAyWdColv0XQu1VAMpPQ","Dave",180,"2010-01-22",2010,347,74,73,0,NA,0,9,8,3.97,2,1,1,0,0,0,2,2,1,0,0,1,78,0,1,"2014-02-19",NA,"2014-02-19",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,499,1,21,0,3,3,3,13,"2010-03-10","2010-11-30","2018-11-11",3.81818181818182,0.329708999999994,0.214777138599999,0,0,0,0,0,3,3,3,2,3,3,1,2,2
"485.1",17520,"NQl1JNUAMtDEH-8UU7IF2g","Aaron",17,"2009-03-13",2009,25,2,2,0,NA,0,30,2,4,1,2,0,0,0,0,1,0,2,0,0,2,167,0,2,"2013-04-02","2013-04-02","2013-04-02",0,3.25,0.00045400489999281,6.59455999993952e-05,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,590,0,2,0,0,1,1,0,"2012-07-06","2013-04-02","2013-04-02",3,0.00800989319999701,0.00181688339999653,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1813",16605,"Esw0eIaMfIbzRfAk4Ivepg","Alex",16,"2010-10-10",2010,46,33,11,0,NA,0,81,2,3.47,2,1,2,1,0,0,1,0,1,3,0,1,75,1,0,"2012-12-04",NA,"2012-12-04",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,697,0,1,0,1,0,0,0,"2015-01-16",NA,"2015-01-16",3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1151",4246,"7i5EozYD2ZB7MJQ4AsmyuQ","Sean",27,"2010-05-23",2010,48,4,5,0,NA,0,42,4,4.26,1,1,1,0,0,0,2,0,1,1,0,2,65,1,1,"2014-04-01","2014-04-04","2014-04-04",0,4.25,0.0325108000000114,0.0195215000000033,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,189,0,2,0,0,0,1,1,"2014-04-04","2014-04-04","2014-04-04",4.25,0.0660323999999974,0.0454293999999962,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"650",18033,"Q9B0AHD1gI5XPbVm5zqx_w","Andy",3,"2008-06-09",2008,5,2,2,0,NA,0,65,2,2.67,0,1,0,0,0,0,0,0,1,0,0,13,11,1,12,"2011-08-08","2011-08-09","2018-09-12",0,3.92307692307692,3.4303622123,2.7218156803,0,0,0,0,0,0,9,3,0,0,0,0,0,1,1,147,0,1,1,0,0,0,0,"2017-02-02",NA,"2017-02-02",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"595",10529,"dMaBP287FwD1bqQyQeUEfw","Eric",76,"2009-01-24",2009,67,8,23,0,NA,0,4,1,4.47,1,2,0,0,0,0,0,2,2,0,0,1,42,0,1,"2015-05-25",NA,"2015-05-25",0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,230,0,9,1,1,0,1,6,"2009-01-25","2009-03-19","2018-03-04",3.94444444444444,0.615139600000006,0.274227699999997,0,0,0,0,2,0,0,0,1,0,0,1,4,1
"938.1",14792,"7b5J7UlJho6Tt596rAUK8Q","KW",44,"2010-05-26",2010,20,5,7,0,NA,0,26,1,3.76,0,0,0,0,0,0,0,1,0,0,0,1,44,0,1,"2014-05-10",NA,"2014-05-10",0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,307,0,4,1,1,0,2,0,"2014-04-27","2014-04-27","2014-05-11",2.875,0.151319503799996,0.241806502099998,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"1864",22647,"ju3Ya8uT6uu8tBQ1lhRGKA","Mare",230,"2007-02-20",2007,225,39,44,0,NA,0,13,8,3.8,0,0,0,0,1,0,0,5,0,2,0,1,71,0,1,"2013-09-19",NA,"2013-09-19",0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,137,0,1,0,0,0,0,1,"2015-02-05",NA,"2015-02-05",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"217",5364,"M3i65lvYvbylOfhQbNwNcQ","Ricardo",5,"2009-12-12",2009,2,0,1,0,NA,0,7,0,2.5,0,1,0,0,0,0,1,0,1,0,0,2,78,1,1,"2010-08-27","2015-07-11","2015-07-11",0,3.5,0.0275740995000007,0.132646492100001,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,72,0,1,0,0,0,1,0,"2015-07-18",NA,"2015-07-18",3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"97.1",1194,"q2b4pAo_6tP7jNFKI5Hztw","Lou",128,"2009-11-11",2009,379,58,111,1,2012,2,413,7,4.04,4,11,3,0,0,0,12,12,11,10,0,158,40,21,137,"2010-12-19","2010-12-22","2015-11-15",3,3.61708860759494,0.274553663399999,0.307923945599995,0,0,0,0,0,7,88,44,12,5,2,0,0,0,18,663.5,2,16,1,1,2,8,6,"2011-09-26","2011-10-14","2014-11-21",3.61111111111111,0.176962552999996,0.156064999999998,0,0,0,0,0,0,2,9,6,1,0,0,0,0
"507.1",5299,"pfJdepP88pDSrLn_vTcHTw","Jasmin",325,"2009-01-07",2009,484,144,185,1,2010,7,286,21,3.89,15,16,2,2,3,1,9,16,16,16,9,4,24.5,1,3,"2010-08-05","2010-08-09","2016-10-18",0,3.5,34.2324980503,0.905063749200004,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,429,0,1,0,0,0,1,0,"2010-01-22",NA,"2010-01-22",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"751",21404,"I2zcNlcm2YO5FuCiZbqMCQ","Mohib",410,"2009-02-20",2009,4327,3420,3809,1,2013,6,421,106,3.86,397,734,34,5,29,8,71,405,734,176,221,2,83,0,2,"2016-04-29","2018-05-06","2018-05-06",0,3.75,0.0226948881999931,0.0194571497999974,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1216,0,1,0,0,0,0,1,"2018-05-08",NA,"2018-05-08",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1944",18867,"GMjfQIQ9bz8NFxrSRinvXQ","Marita",6,"2009-06-07",2009,39,8,11,0,NA,0,7,1,2.17,1,1,1,0,0,0,3,3,1,1,0,2,163,1,1,"2013-02-12","2013-02-26","2013-02-26",0,3,0.0524862763000016,0.00987423320000147,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,449,0,1,1,0,0,0,0,"2015-06-04",NA,"2015-06-04",1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"429",24486,"0IEWWFZKwgDVBNUzfJk34A","Alyn",11,"2010-10-22",2010,4,1,0,0,NA,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,71,0,1,"2012-08-31",NA,"2012-08-31",0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,111,0,1,0,0,0,0,1,"2014-07-05",NA,"2014-07-05",3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1194",6033,"-NycZLw5rPxqwrkKKI-83w","Simon",161,"2009-10-05",2009,351,85,138,1,2011,4,76,10,3.56,26,36,2,0,0,0,20,30,36,26,1,31,51,3,28,"2010-03-28","2010-08-23","2012-05-26",0,3.87096774193548,0.659705697699991,0.201524500000005,0,0,0,0,0,17,11,3,0,0,0,0,0,0,11,1751,0,11,0,2,1,6,2,"2010-11-13","2010-12-05","2012-04-03",3.95454545454545,0.305951399999998,0.212745499999997,0,0,0,0,0,3,6,2,0,0,0,0,0,0
"436.1",18536,"fMeEsfK9mynaSrO3eRqB7w","constantconsumer",99,"2009-08-27",2009,33,6,14,0,NA,0,1,2,4.55,0,0,0,0,0,0,0,3,0,0,0,51,145,6,45,"2013-07-11","2013-07-12","2016-08-23",0,3.68627450980392,36.0667956196,10.2980876,0,0,0,0,0,0,0,0,27,23,0,1,0,0,3,378,0,3,0,0,0,1,2,"2014-03-20","2014-03-23","2014-10-15",3.66666666666667,35.7780459,10.2764808,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"1834",20430,"UVuWsYviErGQ8vgArkiLMg","Darlene",320,"2010-08-28",2010,276,69,60,0,NA,0,53,2,3.48,0,1,0,0,2,0,5,0,1,3,0,1,28,0,1,"2013-07-18",NA,"2013-07-18",0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,157,0,1,0,0,0,1,0,"2013-02-10",NA,"2013-02-10",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"395",4144,"gxj0kHOiYzDvQGCvqoTU0Q","Vanessa",53,"2010-04-17",2010,222,61,95,0,NA,0,80,21,3.84,30,14,2,1,3,0,15,10,14,3,4,10,56.5,1,9,"2012-08-16","2012-08-24","2013-01-30",0,3.05,0.133064000000005,0.0950397000000009,0,0,0,0,0,0,0,8,2,0,0,0,0,0,9,298,1,8,0,1,1,3,4,"2012-08-30","2012-09-12","2013-05-18",3.38888888888889,0.228127700000002,0.121113331700002,0,0,0,0,0,0,0,6,3,0,0,0,0,0
"280",16210,"jjxD0Fjwns9jW81OuX57uA","Craig",15,"2009-10-11",2009,6,2,0,0,NA,0,111,0,4.27,0,0,0,0,0,0,0,1,0,0,0,1,21,0,1,"2013-08-12",NA,"2013-08-12",0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,194,0,1,0,0,1,0,0,"2012-07-12",NA,"2012-07-12",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"931",25526,"dBitCOeD0J1AKqCSSVxHtw","Sherri",9,"2010-08-05",2010,2,0,1,0,NA,0,10,0,3.54,0,0,0,0,0,0,0,1,0,0,0,5,26,0,5,"2011-09-18","2011-09-24","2011-10-01",0,3.4,0.190401799999989,0.0353939367000038,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,749,0,3,0,0,1,0,2,"2014-05-11","2017-07-17","2018-01-09",4.66666666666667,0.177222902400004,0.0580848401999958,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"1702.2",15990,"awW5gwmCF-ICNe0WO7Z0sQ","David",9,"2010-09-06",2010,4,0,1,0,NA,0,53,0,4.2,0,0,0,0,0,0,1,0,0,0,0,4,22,0,4,"2011-01-16","2011-02-21","2011-11-20",0,4.125,0.232532863800003,0.214105827499999,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,65,0,1,0,0,0,0,1,"2011-08-08",NA,"2011-08-08",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"236.1",11963,"cVgXku6JQJ3v1-MPTjZcAw","Scott",2,"2010-12-15",2010,2,0,0,0,NA,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,"2017-05-06",NA,"2017-05-06",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1416,0,1,0,0,0,0,1,"2018-05-30",NA,"2018-05-30",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
